x,y
-0.14392096340653487,11.887229149555619
0.54555978588326,5.965502210050294
2.738827334657644,6.897689425789454
-0.9768597030898434,5.834576402363235
2.3882646670909438,7.1136941457574725
-0.18847050203315519,6.523287747587349
1.9035979309207933,7.379457048219019
0.322986024213177,7.137807245785381
1.4575307170086966,7.7354174967604
0.8320347916929788,7.818573977019536
1.0398082775516198,8.02151703862778
1.0929641427604735,8.127457673846642
1.1355593844583534,8.168067565947645
1.1811532701685319,8.164889422359495
1.229605261021224,8.143431780442063
1.2694290848388083,8.133871350079993
1.291275173816846,8.14055818060101
1.2923061220292529,8.157383190692405
1.2718628362085855,8.182119732239409
1.234490234001658,8.214145514497288
1.1952793047347947,8.247197308896382
1.1684158175972645,8.270272349820806
1.1547715755652608,8.277945648321271
1.150378259773392,8.270193303625936
1.1523090564021623,8.249305097568586
1.1581763029755208,8.220143703708121
1.1650524604025632,8.189898418811884
1.1701475837509048,8.164661239308499
1.1721987847798152,8.146440074522669
1.1714031616953857,8.134213431318512
1.166380740742576,8.129778512217214
1.1605592173136108,8.127049818462986
1.154442998488279,8.125223895439209
1.1483648333824386,8.12381572640598
1.1425293663668394,8.122542891058185
1.1370490472358192,8.121251333783421
1.1319731295974826,8.119867247005246
1.1273102867292233,8.118365415187455
1.1230453296997804,8.116748436761645
1.1191508153403003,8.115033369339729
1.1801538058186714,8.038654577500173
1.236536538668507,7.972728258992075
1.2848235184106542,7.92077735623888
1.3241985760481687,7.881537573372691
1.3556535982677167,7.851987188245872
1.3805642870900123,7.829370069703699
1.4001266877809722,7.811641605062496
1.4152727585478235,7.797364432484669
1.4267223029111016,7.785531487540198
1.4350499300757444,7.7754282581251655
1.4407376912425074,7.7665403890951294
1.4442105346919683,7.758493887929419
1.445857497799325,7.751016230966423
1.4460420131170761,7.743910388380236
1.4451042271232768,7.737036759629298
1.4433578622635264,7.730299979269299
1.4410839996597802,7.723638788635314
1.438524069730599,7.717017930775452
1.4358741215303308,7.710421488362779
1.4332819718034022,7.703847356206858
1.4308481041949574,7.697302690029942
1.4291637746031827,7.690147030910763
1.427452465272663,7.683067879538245
1.425808940157092,7.676064310363926
1.424282923155153,7.669141150973356
1.4223963572482141,7.667953512941832
1.4215054995684364,7.666964107038772
1.4210721386038667,7.66623385713628
1.4208400711475426,7.665787000665535
1.4206990849948953,7.665629643678009
1.4206065696702155,7.665759550569388
1.4205475987800267,7.666170827723942
1.4205171560854295,7.666855944438551
1.4205133116324782,7.6678065278215755
1.4205349959392206,7.669013665647329
1.4205813834349732,7.670468037887324
1.4206517350769703,7.67215999433824
1.4207453478775027,7.6740796135985105
1.4208615284835828,7.676216752204619
1.4209995757183127,7.678561086280543
1.0839978441527458,7.7348022634694455
1.0879371427793334,7.764525543311153
1.0884814414487973,7.795017465221569
1.088236167031266,7.825643722695761
1.0876472681815763,7.855986243953734
1.0868587878778602,7.885683000979858
1.0859489756849183,7.9144175641611305
1.0849803438903944,7.941923546312903
1.0840118180733085,7.967988561625245
1.0831003493698093,7.99245475542311
1.082299210647051,8.015215760381663
1.0816555122693676,8.036210967982527
1.0812080111967037,8.05541835792647
1.0809856603785801,8.072847065456815
1.0810070063452035,8.088530562941603
1.0812803529596378,8.102520948653126
1.081804519748466,8.114884491286475
1.0825700012517203,8.125698333177981
1.0835603510145586,8.135048117795609
1.0847536482003872,8.143026258199656
1.0870634178493634,8.147904995014654
1.0893694067509045,8.151811587408325
1.0916684470540834,8.154839965734052
1.0939504410060858,8.15708697986404
1.0962012207754974,8.158649689723607
1.098404645929451,8.159622937720542
1.0972178241437616,8.15589768664723
1.096082702408578,8.152064538610125
1.0949531806433563,8.14819450371997
1.0937983339460837,8.14434478402702
1.0925993839068082,8.14055933004072
1.0913471336848728,8.136870157270547
1.0900397542704758,8.133299085934159
1.0886808760393376,8.12985963152308
1.0872779668533623,8.126558847115058
1.0858409843017311,8.12339898911844
1.084381286651147,8.12037893831631
1.082910781264234,8.117495353789995
1.0814412840355903,8.114743568347874
1.0799840601785369,8.112118252507111
1.0780654408396826,8.110603298784037
1.0762552785388582,8.109079652534403
1.074553134784505,8.107555645743458
1.0729577353717665,8.10603926688701
1.0714671794485762,8.104538006750591
1.0700791126629514,8.103058750197114
1.0687908657597365,8.101607707127977
1.067599561847839,8.10019037584521
1.066502196532422,8.09881153238217
1.0654956954388646,8.097475239983309
1.063575592701702,8.098170396605488
1.0618967804740354,8.098673952673868
1.0604354177460995,8.099016007518127
1.05916983745475,8.099222834725532
1.0580804776191088,8.099317325649436
1.057149762621904,8.099319375422198
1.0563619530395363,8.099246223751713
1.0557029791619894,8.09911275832224
1.055160269751331,8.098931786125629
1.0547225842924672,8.098714276627863
1.0543798542441964,8.098469579832928
1.0541230366497898,8.098205621773964
1.0539439818624345,8.097929079600025
1.0538353159918519,8.097645538162915
1.0547420678015091,8.095377566039437
1.0555615842341874,8.093344172402334
1.0563078406865767,8.091523402637328
1.0569927145763476,8.089894931525075
1.0576262589344745,8.088440083969147
1.058216938946779,8.087141805697524
1.0587718396350017,8.08598459759531
1.0592968497726498,8.084954425753958
1.0597968253554273,8.08403861716242
1.0602757349461756,8.083225748745283
1.0607367886610186,8.082505535438875
1.061182552260674,8.081868721298367
1.0616150476435762,8.081306976268378
1.062035840939405,8.080812800202219
1.0624461193357284,8.080379434936845
1.0628467577167702,8.080000784672462
1.0632383761416484,8.079671344521245
1.0636213891352515,8.079386136837659
1.0639960477067547,8.07914065479005
1.0643624749488032,8.078930812552112
1.0647206960055695,8.078752901462694
1.0650706631315334,8.078603551507067
1.068314455140439,8.083089296076782
1.0716278061227815,8.087289372928181
1.0749633859189613,8.091215023864297
1.0782823360015152,8.094876190046705
1.08155313186225,8.098282376168436
1.0847505212564428,8.101443165304676
1.0878545550170715,8.104368476717037
1.0908497216762818,8.107068644100236
1.0937241909959479,8.109554376842253
1.0964691657797185,8.111836652740934
1.099078336644648,8.113926577986849
1.1015474310382305,8.115835239498562
1.10387384570077,8.117573566022056
1.1060563508356425,8.119152207706449
1.107625076346058,8.121495664733594
1.1091294701900285,8.12357848555288
1.110559669907316,8.125425489627716
1.1119083656069828,8.127058674423623
1.1131703251413962,8.128497663566577
1.114342017556247,8.129760061324992
1.1154213146258398,8.130861735680455
1.1164072536273157,8.131817046814392
1.1172998475395959,8.132639033756437
1.118099931533029,8.13333956885432
1.1188090369330832,8.133929487377486
1.119429285805866,8.134418697772633
1.119963300948193,8.134816276715542
1.1204141274011776,8.135130552052086
1.1207851626779268,8.135369175919944
1.1210800937374952,8.135539189737052
1.1213028393822024,8.135647082291142
1.1214574972351603,8.135698841834532
1.1215482947982858,8.135700002853001
1.121579544324326,8.135655688015998
1.1242450168545122,8.139891830121996
1.1269639495703647,8.143738010206658
1.1296838212007974,8.147228863958363
1.1323639304724056,8.150393554083223
1.1349731247176018,8.153257546797779
1.1374879146531582,8.155843757578904
1.1398909258491705,8.158173254809297
1.142169641386561,8.160265665482815
1.1443153929842385,8.162139390022654
1.1463225606396212,8.163811703029966
1.1481879440514133,8.165298792904318
1.1499102728440265,8.166615775063248
1.1514898267339808,8.167776700091936
1.152928141037005,8.168794568677319
1.1542277770832965,8.169681358761052
1.155392141007649,8.170448066217869
1.1564253378906912,8.17110475789268
1.1573320512829128,8.171660634507399
1.158117440724473,8.172124100395289
1.1587870519927392,8.172502836958227
1.1593467364982843,8.172803876974987
1.1598025775525256,8.173033677282675
1.1601608221959565,8.173198187820562
1.1604278179561551,8.173302915509083
1.159412152970865,8.175250998211487
1.1585552189992951,8.176836005434147
1.157824656188865,8.178112502566806
1.157193746889024,8.179126359554994
1.156640457975654,8.179916542892414
1.15614668854998,8.180516413995234
1.155697661854803,8.180954692842537
1.1552814228158224,8.181256191001905
1.1548884156806392,8.181442383682745
1.1545111241533388,8.181531868037478
1.1541437614962877,8.181540739929714
1.1537820014883837,8.181482911142888
1.1534227435197222,8.181370381928486
1.153063906808308,8.181213478908472
1.152704249943876,8.181021065010961
1.152343212825188,8.180800725890215
1.158224483405645,8.174247931667942
1.1630975701172077,8.16892706118433
1.1671432154344596,8.164628897480538
1.170505774299851,8.161171337045534
1.173301883536763,8.158399149721093
1.1756263235501438,8.156182497467343
1.1775564295805871,8.154414367742795
1.1791555847453996,8.153007470649571
1.1804760210598935,8.151891076494543
1.1815610543411397,8.151008089780452
1.1824468494858442,8.150312498358213
1.1831638020470066,8.149767232436965
1.1837376134641002,8.149342410670899
1.1841901271375574,8.14901392476974
1.1845399812834205,8.148762306990644
1.1848031233763143,8.148571827450704
1.1849932209113858,8.148429774956927
1.1851219946629712,8.148325882947615
1.1851994937129084,8.148251869667911
1.1852343261700182,8.148201068232373
1.1852338554984494,8.148168127595328
1.1852043694708438,8.14814876971739
1.1851512267206974,8.14813959153732
1.1850789844713165,8.148137902908106
1.1849915100869668,8.148141593599115
1.1848920784833734,8.14814902394297
1.1847834570425517,8.148158934829832
1.184667979423392,8.148170373611338
1.1845476094905647,8.14818263313889
1.1844239964642358,8.148195201676433
1.184298522299189,8.148207721833467
1.1841723422207486,8.148219956986923
1.1840464192691897,8.14823176392067
1.1839215536307441,8.148243070623247
1.1837984074608374,8.148253858358617
1.183677525834057,8.148264147269282
1.1835593543863152,8.148273984891743
1.1834442541486656,8.148283437065588
1.1833325140100754,8.148292580802824
1.183224361188795,8.148301498756096
1.1807112280174663,8.144206508075762
1.1781932318482773,8.140396451704879
1.1756792093172574,8.13684640296043
1.1731817530415187,8.133534340640011
1.1707151227239976,8.130441176820213
1.1682938303321757,8.127550637681075
1.163619549662905,8.120761449762425
1.1589966341503308,8.114403310500862
1.1544342337772782,8.108438919520747
1.1499485991951603,8.102836772300853
1.1455592293835262,8.097570742028548
1.1412863387191683,8.092619545552871
1.1371492521179496,8.087966104701003
1.1393534242752803,8.07864060691819
1.1410225997932308,8.070284275046143
1.1422405663503503,8.062821518695024
1.1430860820650175,8.056172609611059
1.143631151972497,8.050259129096073
1.1439400028923383,8.04500733415101
1.144068702588151,8.040349910531214
1.1451409683108236,8.034562322173565
1.1459470157285827,8.029438632387839
1.1465430590691663,8.024909161279766
1.1407931405832525,8.025446539262603
1.1355888000339227,8.025831296186286
1.1309028775621142,8.02610126816066
1.1267042356749837,8.026289368587538
1.1229594793108846,8.026424023313426
1.1196344355470467,8.02652946874726
1.1166953115640106,8.026626013807643
1.1141095263144862,8.026730311473932
1.1118462527979764,8.026855654400949
1.1098767251468586,8.027012292887806
1.1081743672396098,8.027207766470434
1.1067147941575552,8.027447238535478
1.1054757290501216,8.02773382410063
1.1044368685845976,8.028068902770352
1.1035797215507517,8.028452411026127
1.1028874379668812,8.028883110032764
1.1023446403167432,8.029358826862746
1.1019372642196095,8.029876668414289
1.0955317524335584,8.034960201595457
1.0898985589991939,8.03951459091834
1.0849638543098084,8.043600407864579
1.0796880731708975,8.04896014344539
1.0751201174807863,8.053798205616149
1.0711813009565563,8.05816814557389
1.0677995895858798,8.062116425983785
1.0649099372820277,8.065683619109272
1.0624542108881567,8.068905382475862
1.0603808367358305,8.071813267590933
1.0586442826556457,8.074435392623275
1.0572044624199914,8.076796998666767
1.0560261232941819,8.078920904648433
1.0550782555416756,8.080827874336821
1.0543335462817671,8.082536908307842
1.0537678885578687,8.084065473226932
1.0533599488706,8.085429680071492
1.0530907917448904,8.086644421890243
1.0529435572581962,8.087723480442108
1.0491651106551656,8.08844642083408
1.0457327213515486,8.088902735402357
1.0426126869890775,8.089129664270049
1.0401708379871673,8.087627788231977
1.0378851199522103,8.08611498374997
1.0357434020615548,8.084605846956713
1.033735870959066,8.083112955498468
1.031854582559238,8.081647007866476
1.0300930749935533,8.080216980637902
1.0284460381977687,8.078830292144849
1.027292280793562,8.075918245365749
1.0261412078288477,8.073221574136564
1.025003678718675,8.070727284853376
1.0238895597889441,8.068422757387824
1.0228076293866002,8.066295944429497
1.0217655353521173,8.064335485850812
1.0207697928404267,8.062530760157253
1.0198258124434665,8.060871891150937
1.0189379503338774,8.059349724232877
1.0181095736932946,8.057955783493036
1.0173431360135445,8.056682217961185
1.019729933324707,8.059990761573253
1.0222678318500946,8.06317866199371
1.0249154729996597,8.066247619308795
1.0276368846690185,8.069197814248238
1.0312471899312403,8.070119272563174
1.0347112563596246,8.07116443427901
1.0380342157238676,8.072300687453172
1.041219536082151,8.073501009250304
1.0442696054672793,8.074743065794987
1.0471861578698227,8.076008445637454
1.049970580025568,8.077282008314459
1.0526241283957838,8.07855133288972
1.0551480788304182,8.079806253573866
1.057543826120288,8.081038471068517
1.0598129465688464,8.08224122945926
1.0619572335629321,8.083409049472687
1.0639787136872831,8.084537509806927
1.0658796490523055,8.085623069088516
1.0676625300668015,8.086662921817855
1.078138100073318,8.085123640195228
1.0877670449788077,8.08424816394352
1.0966385789967406,8.083889254536285
1.1048204424236572,8.083928698139523
1.1123652520308978,8.084272016501782
1.1193150249556107,8.084844054355003
1.1257044444154467,8.08558525058625
1.1320107091204512,8.085581433043691
1.137739566150509,8.085779297215687
1.1429267035281228,8.086133802486273
1.1476044405743466,8.08660790269768
1.151802844587655,8.087170917215115
1.15555051022005,8.087797236939675
1.1588750787745103,8.088465312039073
1.161803556876154,8.089156872110534
1.1643624817744236,8.089856334254145
1.1665779718088858,8.090550359865768
1.1684756940137515,8.091227526470073
1.1700807756203777,8.091878086276463
1.1714176818168403,8.092493788132236
